,start_port,end_port,start_region,end_region,start_loc_lat,start_loc_lon,end_loc_lat,end_loc_lon,start_time,end_time,route,route_name,ME_CO2,AE_CO2,ae_consumption,me_consumption,draft,sog,stw,power,rpm,rudder_angle,trim,wind_direction,wind_speed,GPS_distance,sog_distance,IMO_ME_consump,IMO_pilot_consump,IMO_aux_consump,IMO_boiler_consump,IMO_ME_CO2,IMO_pilot_CO2,IMO_aux_CO2,IMO_boiler_CO2,IMO_CO2_consump,desmo_CO2
0,Malaysia: Port Kelang,Australia: Geraldton,South East Asia,nan,2.96,101.31,-28.71,114.52,2018-12-20 13:20:00,2018-12-29 04:15:00,Malaysia: Port Kelang->Australia: Geraldton,,334679309.07811093,83116775.37422916,2.9913902553228024,12.401041539873685,5.704431138481571,11.20194298185547,11.340525210688345,2.673897271758356,75.93209388302999,0.15369077240158596,2.6825316421302654,196.07984203296704,11.889693396551037,2330.2070027518994,2330.004140225938,111427182.64423177,0.0,18324150.0,3920200.0,346984246.75413775,0.0,58747224.89999999,12207502.799999997,417938974.4541377,476898494.3854935
1,Australia: Geraldton,Australia: Geraldton,nan,nan,-28.71,114.52,-28.78,114.6,2019-01-03 07:50:00,2019-01-03 09:15:00,Australia: Geraldton->Australia: Geraldton,port_activity,3104123.3352824994,1181242.2452881944,2.947578902777778,7.974626423333333,6.0094385402777775,4.469434152258667,4.588165234174805,0.9890223993333334,26.839471872222223,1.0250379743055558,1.9697350527777777,185.91666666666666,20.823925955555556,9.772112872850919,13.408302456776,303390.15104024194,0.0,230100.0,129200.0,944756.9303393132,0.0,737700.6,402328.8,2084786.3303393133,2449311.27909214
2,Australia: Geraldton,Australia: Geraldton,nan,nan,-28.78,114.6,-28.78,114.54,2019-01-05 16:20:00,2019-01-05 17:15:00,Australia: Geraldton->Australia: Geraldton,port_activity,1763025.6297187498,741340.44193125,2.7748238625,6.793933062500001,10.36499078125,5.0812384154136,4.9478566680588,0.9444268687499999,34.297770125,2.82306749875,0.6928051875000002,181.125,22.366309,5.195677208563331,10.1624768308272,197501.2537955417,0.0,265200.0,81600.0,615018.9043193168,0.0,850231.2,254102.4,1719352.5043193167,2261737.653595806
3,Australia: Geraldton,Indonesia: Banten,nan,South East Asia,-28.78,114.54,-5.99,105.95,2019-01-06 00:00:00,2019-01-11 07:50:00,Australia: Geraldton->Indonesia: Banten,,256978566.39080435,39571620.469661295,2.3142213548828123,15.472490404626182,9.693812092249644,11.774984623488564,12.27567964429068,3.268011400963778,80.67404946195549,0.7176213691296816,1.5232665499940814,177.51059422348487,10.122844775830892,1510.1648047924166,1507.2086378246318,109967810.66763088,0.0,6793800.0,251600.0,342439762.41900253,0.0,21780922.8,783482.4,365004167.6190026,344661643.60650367
4,Indonesia: Banten,Indonesia: Banten,South East Asia,South East Asia,-5.99,105.95,-6.01,105.96,2019-01-12 15:55:00,2019-01-12 16:15:00,Indonesia: Banten->Indonesia: Banten,port_activity,360664.19849062496,842024.2841645833,3.1516816624999997,1.38984276875,10.33963,2.762493658752,3.2377528244116003,0.0,0.0,-6.379392055,0.5066647500000003,217.75,8.526168394384001,0.7885829032798137,5.524987317504,34644.56571363498,0.0,181350.0,85000.0,107883.17763225932,0.0,581408.1,264690.0,953981.2776322593,592882.1241662729
5,Indonesia: Banten,Thailand: Koh Si Chang,South East Asia,South East Asia,-6.01,105.96,13.14,100.83,2019-01-16 07:00:00,2019-01-21 09:25:00,Indonesia: Banten->Thailand: Koh Si Chang,,220960687.83517438,37231042.21428472,2.2659368692411928,13.84530525151084,8.674606524559618,10.676804575583166,11.544783990076313,2.9074598498128728,77.9527719455962,-0.0875228133762195,1.6924798983062328,154.98170731707316,12.062383236845807,1318.4546181990406,1313.2469627967293,72803621.60195267,0.0,7053150.0,452200.0,226710477.6684806,0.0,22612398.900000006,1408150.8,250731027.3684806,263345905.49776638
6,Thailand: Koh Si Chang,Thailand: Koh Si Chang,South East Asia,South East Asia,13.14,100.83,12.97,100.46,2019-01-24 07:20:00,2019-01-24 10:15:00,Thailand: Koh Si Chang->Thailand: Koh Si Chang,port_activity,5511763.42595125,1539824.6985503472,2.67260204375,8.50759400125,5.754868306250001,8.093731136237468,8.342124665437833,1.7870469239015152,47.99047884145833,0.16393405123958332,2.50627448125,251.70833333333331,5.359328959404033,27.754231755929865,37.879078378205065,1315206.0513545526,0.0,364650.0,125800.0,4095551.643918077,0.0,1169067.9,391741.2,5656360.743918077,5152972.996509725
7,Thailand: Koh Si Chang,Thailand: Koh Si Chang,South East Asia,South East Asia,12.97,100.46,12.95,100.37,2019-01-24 21:15:00,2019-01-25 06:45:00,Thailand: Koh Si Chang->Thailand: Koh Si Chang,port_activity,2051807.446029033,3397373.3572848616,2.5432614028333336,1.5813544863422222,6.006178449444445,2.332827945193625,2.083647324950546,0.21929813230454545,8.592702726944445,1.1967919865727779,2.000393998555556,257.22333333333336,3.533955107825552,21.059390449410238,23.32827945193625,290637.65542883443,0.0,661050.0,431800.0,905045.6590053904,0.0,2119326.3,1344625.2,4368997.15900539,3343048.9881249974
8,Thailand: Koh Si Chang,unknown: Manggar,South East Asia,South East Asia,12.95,100.37,-4.39,109.51,2019-01-31 03:50:00,2019-02-07 01:45:00,Thailand: Koh Si Chang->unknown: Manggar,,135504302.15507048,56111762.772244856,2.5187748173253497,6.26131760713004,5.77402426749501,7.253965292848715,6.745990851132792,1.287122204639105,41.48359995165668,1.0185714942104602,2.0701755828742514,182.7197604790419,10.359817496330756,1206.450347531478,1213.9121983979353,53110052.09601662,0.0,9556950.0,3750200.0,165384702.22699577,0.0,30639581.7,11678122.8,207702406.72699574,234022744.92711115
9,unknown: Manggar,Australia: Townsville,South East Asia,nan,-4.39,109.51,-19.12,146.93,2019-02-08 01:35:00,2019-02-18 05:20:00,unknown: Manggar->Australia: Townsville,,266563382.3152516,99987145.95588541,3.055102681122449,8.38546285447687,5.698592575370749,10.747213279573343,10.61335267240357,1.8095110329892516,65.6999244643661,0.1498940028062952,2.378781210605442,253.1823129251701,8.864074366778457,2625.028816496762,2633.067253495469,115439192.06183195,0.0,23068500.0,5304000.0,359477644.0805446,0.0,73957611.00000001,16516655.999999994,449951911.08054465,457472290.3451358
10,Australia: Townsville,Australia: Townsville,nan,nan,-19.12,146.93,-19.25,146.84,2019-02-18 17:20:00,2019-02-18 18:35:00,Australia: Townsville->Australia: Townsville,port_activity,2149749.775115625,808450.9853729167,3.0260174125,8.28419951875,5.897813837499999,8.256230960060499,7.9881828738273,1.6865112462499998,50.2662918125,-0.11216971931250001,2.2823189875,341.6875,8.394958927106,10.728470360376877,16.512461920120998,503387.7705164201,0.0,265200.0,81600.0,1567549.5173881322,0.0,850231.2,254102.4,2671883.117388132,2158104.4435767354
11,Australia: Townsville,Australia: Townsville,nan,nan,-19.25,146.84,-19.12,146.97,2019-02-21 20:20:00,2019-02-21 21:40:00,Australia: Townsville->Australia: Townsville,port_activity,3082023.9603441665,726151.0408452547,2.7179702090277775,11.876778267222221,8.218887947916667,8.704146506543978,9.772736387880244,2.5572426498214287,67.30555366964286,-1.0062441813125,0.7434049208333333,81.02777777777777,2.722320925731933,12.002746851040472,17.408293013087956,655678.8153998909,0.0,265200.0,81600.0,2041783.83115526,0.0,850231.2,254102.4,3146117.4311552597,2186227.9542543236
12,Australia: Townsville,Australia: Townsville,nan,nan,-19.12,146.97,-19.25,146.84,2019-03-01 22:15:00,2019-03-02 00:10:00,Australia: Townsville->Australia: Townsville,port_activity,2168992.9433729164,1180395.1922583333,2.945465233333333,5.572236206481481,8.314532665277776,5.362024668571704,5.148410627701393,0.9655086387962962,30.814157037037038,1.3233306356500003,0.38899845648148146,127.77777777777777,14.26940547926563,13.128748130350294,16.086074005715112,430483.7525127283,0.0,313950.0,125800.0,1340526.4053246358,0.0,1006523.7,391741.19999999995,2738791.3053246355,2441517.1787196514
13,Australia: Townsville,Republic of Korea: Ulsan,nan,North East Asia,-19.25,146.84,35.44,129.46,2019-03-02 21:20:00,2019-03-16 09:45:00,Australia: Townsville->Republic of Korea: Ulsan,,695761192.5294399,95797774.64548424,2.2065805379256407,16.499450245251282,9.023156709405129,11.851644394517665,12.141188821806322,3.508743170832872,84.06240337085129,-0.31240436873231026,1.118186475005128,137.17792307692307,11.082166787022873,3857.1440625691466,3851.7844282182414,258948984.19775724,0.0,17296500.0,408000.0,806367136.7918161,0.0,55452578.99999999,1270512.0,863090227.7918162,879383744.0303013
14,Republic of Korea: Ulsan,Republic of Korea: Ulsan,North East Asia,North East Asia,35.44,129.46,35.44,129.36,2019-03-19 05:05:00,2019-03-19 05:55:00,Republic of Korea: Ulsan->Republic of Korea: Ulsan,port_activity,815631.3753968182,345011.09362575755,2.5827405636363636,6.286176303636363,9.457437863636363,5.681805185199417,5.852936289008292,1.0946803254545454,35.44821218181818,0.19174511181818185,0.493690654545454,351.90909090909093,4.8843397818181815,4.8517193679579025,5.681805185199418,107952.26494297743,0.0,132600.0,40800.0,336163.3530324317,0.0,425115.6,127051.2,888330.1530324316,528473.1252017665
15,Republic of Korea: Ulsan,Republic of Korea: Tonghae,North East Asia,North East Asia,35.44,129.36,37.51,129.15,2019-03-22 14:55:00,2019-03-23 03:35:00,Republic of Korea: Ulsan->Republic of Korea: Tonghae,,30520805.027684063,4160744.438357986,2.224798737202381,16.80198460098214,5.886178401636905,11.041641205254876,11.08260234855558,3.4940035661994044,80.20095352440475,0.7284365908962501,1.758137662797619,299.92857142857144,10.99854752345476,147.46904312358745,154.58297687356827,7589471.650893408,0.0,873600.0,81600.0,23633614.72088207,0.0,2800761.6,254102.4,26688478.72088207,30827677.64003446
16,Republic of Korea: Tonghae,Republic of Korea: Tonghae,North East Asia,North East Asia,37.51,129.15,37.49,129.13,2019-03-25 00:15:00,2019-03-25 01:35:00,Republic of Korea: Tonghae->Republic of Korea: Tonghae,port_activity,728918.3013131251,662567.5864670139,2.4799784895833334,2.80893372375,6.023185389236112,4.409712023544801,4.528843347300511,0.3001362992361111,19.514835812500003,1.218250055625,1.4993041243055556,240.42361111111111,8.042232971238445,5.9325162236878395,8.819424047089601,77060.89370041955,0.0,265200.0,81600.0,239967.62298310647,0.0,850231.2,254102.4,1344301.2229831063,785942.5277520767
17,Republic of Korea: Tonghae,unknown: Okpo,North East Asia,North East Asia,37.49,129.13,34.89,128.8,2019-03-26 15:15:00,2019-03-27 09:30:00,Republic of Korea: Tonghae->unknown: Okpo,,38383111.05677911,6008794.812387268,2.3674537133876354,15.569662734724309,5.539617426817043,10.514574624178275,11.793312849527076,3.3114677353717625,79.65549808667504,0.16975652308563074,2.1982287847535504,231.00459482038428,17.605185934387258,196.04533894719626,199.77691785938723,8595741.230087254,0.0,1782300.0,408000.0,26767138.19049171,0.0,5714053.799999999,1270512.0,33751703.9904917,45963751.671349846
18,unknown: Okpo,Republic of Korea: Masan,North East Asia,North East Asia,34.89,128.8,35.17,128.58,2019-03-31 19:15:00,2019-03-31 22:00:00,unknown: Okpo->Republic of Korea: Masan,,3650841.6815975,1253803.1902180556,2.3464813291666666,7.034377035833333,5.883898788541666,6.149291292051422,6.450477586606572,1.3480848524381943,38.84087298194444,0.8712092256951389,1.7123161131944444,319.0416666666667,14.442191260643108,22.982710765745082,24.597165168205688,762578.4570931604,0.0,427050.0,166600.0,2374669.315388101,0.0,1369122.2999999998,518792.39999999997,4262584.015388101,4691498.291574454
19,Republic of Korea: Masan,Panama: Balboa,North East Asia,nan,35.17,128.58,8.89,-79.5,2019-04-05 08:10:00,2019-05-03 21:50:00,Republic of Korea: Masan->Panama: Balboa,,1819460563.4985795,224863312.11009902,2.4537315022177313,20.43910220292672,6.516105216546293,13.14913541326414,13.530302636091612,4.460952526254483,91.68963563495008,0.3032080948799067,2.1432865044372296,166.31989133315662,10.635827120327349,8996.075864969753,9021.220982300341,600516672.7537621,0.0,35577750.0,452200.0,1870008918.9552155,0.0,114062266.49999999,1408150.7999999998,1985479336.2552152,2256950772.9292765
