,Unnamed: 0,start_port,end_port,start_region,end_region,start_loc_lat,start_loc_lon,end_loc_lat,end_loc_lon,start_time,end_time,route,route_name,ME_CO2,AE_CO2,ae_consumption,me_consumption,draft,sog,stw,power,rpm,rudder_angle,trim,wind_direction,wind_speed,GPS_distance,sog_distance,IMO_ME_consump,IMO_pilot_consump,IMO_aux_consump,IMO_boiler_consump,IMO_ME_CO2,IMO_pilot_CO2,IMO_aux_CO2,IMO_boiler_CO2,IMO_CO2_consump,desmo_CO2
49,49,Panama: Colon,Panama: Gatun,,,9.37,-79.93,9.25,-79.92,23/12/2017 09:45,23/12/2017 12:20,Panama: Colon->Panama: Gatun,,1709820.336,1467999.636,2.750003002,5.285514196,10.17904121,4.00297998,4.145210575,0.802241397,22.69356934,1.368039844,0.83435863,215.5375,2.040951013,7.278315536,10.74095946,434323.4576,0,427050,166600,1352483.247,0,1369122.3,518792.4,3240397.947,2052822.231
50,50,Panama: Gatun,China: Xingang,,North East Asia,9.25,-79.92,38.85,118.68,23/12/2017 19:40,25/01/2018 00:50,Panama: Gatun->China: Xingang,,1846157464.0,235119641.3,2.274027296,18.38317042,9.362270485,12.47824392,12.55678626,3.991508894,89.17263818,1.227225988,1.687794894,133.5695717,13.91819692,9638.733125,9658.160797,759446051.5,0,40236300,795600,2364915004.0,0,128997577.8,2477498.4,2496390081.0,2670591789.0
51,51,China: Xingang,China: Xingang,North East Asia,North East Asia,38.85,118.68,38.99,118.46,29/01/2018 10:55,29/01/2018 13:30,China: Xingang->China: Xingang,port_activity,4181286.24,1309152.856,2.450067727,8.056428207,9.985759191,6.075604542,6.272883615,1.674129237,47.69323141,2.450435726,0.533343249,285.8809524,18.22893798,16.24803697,24.30241817,699802.1989,0,446550,166600,2179184.047,0,1431639.3,518792.4,4129615.747,4386462.034
52,52,China: Xingang,China: Haimen,North East Asia,North East Asia,38.99,118.46,31.65,121.24,01/02/2018 02:50,04/02/2018 10:25,China: Xingang->China: Haimen,,65700582.53,25426156.06,2.337281296,6.202119055,5.671798938,9.271287703,9.260534033,1.439956775,56.58640188,0.838927274,2.165368645,299.6080247,16.38559127,743.9666347,756.5027113,28560072.91,0,9592050,2777800,88936067.05,0,30752112.3,8650069.2,128338248.6,167131782.4
53,53,China: Haimen,China: Haimen,North East Asia,North East Asia,31.65,121.24,31.65,121.24,06/02/2018 13:10,06/02/2018 13:25,China: Haimen->China: Haimen,port_activity,271909.2965,-31845.19867,-0.238392005,2.09564005,5.966725063,1.38285717,2.416816582,0.0,0.0,-1.688091133,1.469166675,42.0,6.978385406,0.362851515,1.38285717,1194.078379,0,48750,44200,3718.360073,0,156292.5,137638.8,297649.6601,249523.554
54,54,China: Haimen,China: Haimen,North East Asia,North East Asia,31.65,121.24,31.65,121.21,06/02/2018 22:45,06/02/2018 23:05,China: Haimen->China: Haimen,port_activity,716709.8011,-48737.78677,-0.182424654,2.76188748,5.94879495,3.386586397,2.767015225,0.344969867,13.078338,0.347942492,1.499921683,118.8333333,3.970293151,1.5073123,6.773172795,70520.19435,0,181350,85000,219599.8852,0,581408.1,264690.0,1065697.985,712688.1836
55,55,China: Haimen,Mexico: Salina Cruz,North East Asia,,31.65,121.21,16.17,-95.19,08/02/2018 23:40,11/03/2018 17:30,China: Haimen->Mexico: Salina Cruz,,1484231526.0,228157348.7,2.311195741,15.47616082,5.985385874,11.12282283,11.2531776,3.314493478,83.1540595,2.682632678,2.72049379,124.9601295,15.51266018,8194.651358,8222.966241,418703024.0,0,58431750,10489000,1303841217.0,0,187332190.5,32662746.0,1523836153.0,1950187014.0
56,56,Mexico: Salina Cruz,Mexico: Salina Cruz,,,16.17,-95.19,16.09,-95.12,13/03/2018 16:00,13/03/2018 17:00,Mexico: Salina Cruz->Mexico: Salina Cruz,port_activity,454640.9055,719527.9445,2.693180079,1.751988075,6.01610774,3.894075522,3.185454025,0.30870472,19.06326871,11.25883025,1.860736729,6.166666667,22.85064903,6.774747101,7.788151044,136210.7794,0,161850,85000,424160.3669,0,518891.1,264690.0,1207741.467,1588672.158
57,57,Mexico: Salina Cruz,Mexico: Manzanillo,,,16.09,-95.12,19.08,-104.37,21/03/2018 15:55,23/03/2018 20:40,Mexico: Salina Cruz->Mexico: Manzanillo,,82272280.26,17029441.29,2.362600903,11.69708119,5.510959188,11.35594513,11.65695103,2.511942033,77.3139738,1.715268855,2.654748282,245.7721193,8.78330704,608.0336043,615.0197749,28978836.87,0,4048200,652800,90240098.02,0,12978529.2,2032819.2,105251446.4,115723012.3
58,58,Mexico: Manzanillo,Mexico: Manzanillo,,,19.08,-104.37,19.08,-104.3,24/03/2018 12:10,24/03/2018 13:20,Mexico: Manzanillo->Mexico: Manzanillo,port_activity,524874.2678,685374.9918,2.565346195,2.02263687,5.97631463,4.326715193,4.407196986,0.39437662,22.01216295,2.946284708,1.75491187,23.3,3.31813489,5.814847015,8.653430386,88812.25891,0,265200,81600,276561.3742,0,850231.2,254102.4,1380894.974,758288.9714
59,59,Mexico: Manzanillo,Australia: Townsville,,,19.08,-104.3,-19.12,146.99,25/03/2018 21:30,16/04/2018 05:10,Mexico: Manzanillo->Australia: Townsville,,1164008718.0,168376004.2,2.457030556,17.48765196,6.383738619,13.39183533,13.38327917,3.832379871,89.03263699,2.288814526,1.844055711,101.1632554,13.33283518,6855.799322,6870.011527,466312401.8,0,26330850,295800,1452096819.0,0,84416705.1,921121.2,1537434646.0,1861625455.0
60,60,Australia: Townsville,Australia: Townsville,,,-19.12,146.99,-19.25,146.83,18/04/2018 17:30,18/04/2018 19:30,Australia: Townsville->Australia: Townsville,port_activity,2241638.481,1092284.008,2.725599521,5.758865719,7.137519343,6.745382636,6.826117092,1.152129114,42.97227172,5.133199251,0.628301665,137.9365079,11.79648617,14.61325599,20.23614791,501091.0267,0,397800,122400,1560397.457,0,1275346.8,381153.6,3216897.857,2564779.023
61,61,Australia: Townsville,Republic of Korea: Ulsan,,North East Asia,-19.25,146.83,35.44,129.36,29/04/2018 21:05,12/05/2018 22:45,Australia: Townsville->Republic of Korea: Ulsan,,708140701.4,94772591.99,2.259478291,17.38443878,9.122921748,12.21926584,12.31127057,3.86327388,86.26925718,1.138680328,1.510819997,139.6271376,11.76143814,3847.534092,3835.908709,304049612.7,0,17005950,1057400,946810493.8,0,54521075.7,3292743.6,1004624313.0,1025215860.0
62,62,Republic of Korea: Ulsan,China: Shanghai,North East Asia,North East Asia,35.44,129.36,31.01,122.78,19/05/2018 18:55,21/05/2018 09:20,Republic of Korea: Ulsan->China: Shanghai,,61535138.41,13800933.48,2.582832216,11.85648139,5.543172032,11.41286169,11.85062843,2.645257605,76.74374351,2.919737921,2.375042589,66.58458333,21.15214604,449.6963203,456.5144676,22148026.46,0,2599350,329800,68968954.41,0,8333516.1,1026997.2,78329467.71,133376102.3
63,63,China: Shanghai,China: Haimen,North East Asia,North East Asia,31.01,122.78,31.65,121.21,22/05/2018 14:35,23/05/2018 00:10,China: Shanghai->China: Haimen,,13866899.49,3638181.845,2.475936151,9.715816774,5.913579557,9.330339682,8.269607002,2.103927466,61.52531485,-2.018460709,1.817555214,325.9939394,15.29940505,95.77646402,102.6337365,4175836.563,0,1129050,329800,13003555.06,0,3619734.3,1026997.2,17650286.56,20653418.28
64,64,China: Haimen,Australia: Townsville,North East Asia,,31.65,121.21,-19.12,146.95,25/05/2018 02:20,06/06/2018 13:05,China: Haimen->Australia: Townsville,,650287844.7,106780900.0,2.665390936,16.65252398,5.990490609,12.67493229,12.95083178,3.818738395,87.78311449,2.619251262,3.038150139,135.0377778,12.06301748,3805.14865,3813.213684,225820130.8,0,16580850,737800,703203887.2,0,53158205.1,2297509.2,758659601.5,911017663.5
65,65,Australia: Townsville,Australia: Townsville,,,-19.12,146.95,-19.25,146.84,11/06/2018 09:50,11/06/2018 11:45,Australia: Townsville->Australia: Townsville,port_activity,1218040.993,1097476.157,2.788954111,3.577046664,6.703355384,5.2228389,5.718206323,0.538254906,22.1397584,0.129806199,2.015028518,185.5111111,5.507978566,11.58991733,13.81384059,252170.3708,0,397800,122400,785258.5348,0,1275346.8,381153.6,2441758.935,1493188.446
66,66,Australia: Townsville,Australia: Burnie,,,-19.25,146.84,-40.99,145.95,14/06/2018 08:15,19/06/2018 23:25,Australia: Townsville->Australia: Burnie,,311190026.1,43601178.99,2.400545717,17.58121924,5.520805998,12.01043847,11.40983192,3.730936998,82.95653331,1.446072565,2.789344287,170.5631127,16.38194188,1631.506552,1639.920547,101169008.4,0,10169250,1676200,315040292.3,0,32602615.5,5219686.8,352862594.6,498054509.9
67,67,Australia: Burnie,Australia: Burnie,,,-40.99,145.95,-41.05,145.91,21/06/2018 19:50,21/06/2018 20:55,Australia: Burnie->Australia: Burnie,port_activity,747912.1656,717868.6469,2.686969358,2.882127806,6.027227583,4.196287405,3.936566353,0.317492532,12.59262404,-3.612112846,1.855900692,249.4583333,7.670878487,5.625132525,8.392574811,79500.13683,0,265200,81600,247563.4261,0,850231.2,254102.4,1351897.026,778792.9133
68,68,Australia: Burnie,Australia: Portland,,,-41.05,145.91,-38.33,141.7,24/06/2018 15:40,25/06/2018 13:15,Australia: Burnie->Australia: Portland,,46036694.08,7748610.618,2.536702034,15.01238402,6.622007721,11.63602263,11.90181745,3.20908805,79.7349012,3.102165558,2.588092211,233.0253623,9.658419788,259.661757,274.1435721,15530390.52,0,1327950,125800,48361636.09,0,4257407.7,391741.2,53010784.99,56878547.83
69,69,Australia: Portland,Australia: Portland,,,-38.33,141.7,-38.35,141.62,26/06/2018 00:45,26/06/2018 01:15,Australia: Portland->Australia: Portland,port_activity,841426.7962,720606.3961,2.697216704,3.242492471,7.18889874,6.263493262,6.36161202,0.934652048,42.15776204,2.408160559,1.770740987,303.0416667,1.93898041,3.161912659,12.52698652,242155.3722,0,265200,81600,754071.829,0,850231.2,254102.4,1858405.429,1145720.337
70,70,Australia: Portland,China: Haimen,,North East Asia,-38.35,141.62,31.77,120.95,01/07/2018 20:15,24/07/2018 11:05,Australia: Portland->China: Haimen,,887252367.9,169053780.8,2.321901041,12.54859361,9.990055058,9.889737761,10.22804535,2.839626493,73.83147775,2.972295673,1.006082563,189.5916565,16.23484567,5390.232976,5387.033747,318101094.4,0,35714250,6062200,990566807.9,0,114499885.5,18877690.8,1123944384.0,1263031942.0
71,71,China: Haimen,China: Zhoushan,North East Asia,North East Asia,31.77,120.95,30.62,123.65,30/07/2018 11:20,31/07/2018 01:35,China: Haimen->China: Zhoushan,,17452099.94,2926133.685,1.460328726,8.967039146,5.615544117,11.05486947,10.33591526,2.574173717,66.9266258,2.058276739,2.637026665,61.48333333,8.240909693,159.9786585,165.8230421,8019098.52,0,1170000,204000,24971472.79,0,3751020.0,635256.0,29357748.79,31078085.06
72,72,China: Zhoushan,China: Zhoushan,North East Asia,North East Asia,30.62,123.65,30.7,123.71,31/07/2018 06:10,31/07/2018 14:10,China: Zhoushan->China: Zhoushan,port_activity,2648286.581,3393301.168,2.791106244,2.278046671,6.036029644,3.136538042,2.764027188,0.566484703,13.15466546,2.720655184,2.040360682,19.09259259,15.19899291,27.08903398,28.68431856,585034.3219,0,606450,391000,1821796.879,0,1944278.7,1217574.0,4983649.579,4855889.642
73,73,China: Zhoushan,China: Rizhao,North East Asia,North East Asia,30.7,123.71,35.34,120.06,31/07/2018 18:35,02/08/2018 23:20,China: Zhoushan->China: Rizhao,,46953598.82,18546933.28,2.576723398,6.604624002,5.845138766,7.661309727,7.332788349,1.76904442,45.69596051,1.048940588,2.432250674,44.74938272,14.6650309,412.0624912,419.2991493,17560757.37,0,3461250,1247800,54684198.44,0,11096767.5,3885649.2,69666615.14,82356719.6
74,74,China: Rizhao,China: Rizhao,North East Asia,North East Asia,35.34,120.06,35.59,119.79,05/08/2018 23:20,06/08/2018 02:15,China: Rizhao->China: Rizhao,port_activity,2095941.666,1454762.548,2.722574949,4.038423249,5.94504143,6.645989452,6.501659454,1.12589144,37.97036315,0.386656725,2.114291447,167.4583333,4.625326775,22.33328566,26.58395781,678996.599,0,446550,166600,2114395.409,0,1431639.3,518792.4,4064827.109,3074297.602
75,75,China: Rizhao,Japan: Choshi,North East Asia,North East Asia,35.59,119.79,35.95,141.25,07/08/2018 11:10,12/08/2018 02:55,China: Rizhao->Japan: Choshi,,152276372.8,37043284.09,2.475934682,10.47869342,7.847450669,11.46611801,11.07166403,3.096290421,74.67709177,2.305083851,2.136263864,148.3645833,9.463579264,1280.729523,1284.205217,74788377.27,0,5924100,122400,232891006.8,0,18992664.6,381153.6,252264825.0,257340464.0
76,76,Japan: Choshi,Japan: Choshi,North East Asia,North East Asia,35.95,141.25,35.89,141.21,12/08/2018 23:30,13/08/2018 03:00,Japan: Choshi->Japan: Choshi,port_activity,2029812.233,1778157.124,2.662243978,3.128804984,8.32931157,3.317355732,3.202273259,0.767654505,18.7600519,2.958576648,1.426566643,236.8666667,3.220942901,15.40198919,16.58677866,429766.5666,0,372450,214200,1338293.089,0,1194074.7,667018.8,3199386.589,2375536.876
77,77,Japan: Choshi,Japan: Choshi,North East Asia,North East Asia,35.89,141.21,35.88,141.33,13/08/2018 12:25,13/08/2018 13:05,Japan: Choshi->Japan: Choshi,port_activity,-11156.32185,753913.4222,2.8218843,-0.042991606,8.500087211,1.001233954,0.240123454,0.0,0.0,2.595117581,1.199157807,216.0,18.0589678,0.686770937,2.002467908,1145.518785,0,78000,88400,3567.145495,0,250068.0,275277.6,528912.7455,499047.108
78,78,Japan: Choshi,Japan: Kashima,North East Asia,North East Asia,35.88,141.32,35.95,140.84,13/08/2018 17:55,14/08/2018 05:40,Japan: Choshi->Japan: Kashima,,5892220.988,4694550.125,2.703325567,3.493239062,8.307729705,3.70511107,3.269468552,0.873067939,20.7650548,3.095215056,1.442712497,214.3183761,14.63362632,45.6232497,48.16644391,1321362.861,0,951600,516800,4114723.949,0,3050829.6,1609315.2,8774868.749,8240037.383
79,79,Japan: Kashima,Japan: Kashima,North East Asia,North East Asia,35.95,140.84,35.92,140.68,15/08/2018 04:35,15/08/2018 06:55,Japan: Kashima->Japan: Kashima,port_activity,1936416.899,1102362.908,2.750749614,4.974738341,8.286717628,6.177178856,6.284108865,1.195115678,35.17316537,4.942792888,1.482450912,192.0888889,17.07263896,14.220272,18.53153657,390911.6634,0,397800,122400,1217298.92,0,1275346.8,381153.6,2873799.32,2884284.302
80,80,Japan: Kashima,Japan: Kashima,North East Asia,North East Asia,35.92,140.68,35.93,140.69,20/08/2018 08:25,20/08/2018 08:40,Japan: Kashima->Japan: Kashima,port_activity,106346.733,352095.7574,2.6357761,0.819628,8.366612425,1.25943908,-1.262717434,0.0,0.0,2.18651005,0.3961253,92.25,5.8898352,0.376241794,1.25943908,1127.562264,0,48750,44200,3511.228892,0,156292.5,137638.8,297442.5289,249523.554
81,81,Japan: Kashima,Russian Federation: Nakhodka,North East Asia,North East Asia,35.93,140.69,42.82,132.95,22/08/2018 20:45,27/08/2018 10:15,Japan: Kashima->Russian Federation: Nakhodka,,102249446.4,36497616.38,2.46175088,7.088785347,5.751948724,7.91706972,8.139839337,1.849404794,53.1641171,2.115910238,2.058691237,168.1381381,14.06115774,870.9017712,880.8114671,30253484.98,0,11555700,3372800,94209352.23,0,37047574.2,10502899.2,141759825.6,164300741.8
82,82,Russian Federation: Nakhodka,United States of America: Vancouver,North East Asia,North West America,42.82,132.95,45.68,-122.77,28/08/2018 12:30,12/09/2018 00:50,Russian Federation: Nakhodka->United States of America: Vancouver,HS6a,785008294.2,110915856.2,2.379117726,17.33570276,5.503159816,12.32551925,12.32731027,4.127034764,87.97168599,1.443960519,3.175411071,187.4027525,17.99128479,4284.865241,4301.606219,234214575.1,0,22198800,2244000,729344187.0,0,71169352.8,6987816.0,807501355.8,1208974148.0
83,83,United States of America: Vancouver,United States of America: Vancouver,North West America,North West America,45.68,-122.77,45.64,-122.78,13/09/2018 13:05,13/09/2018 13:50,United States of America: Vancouver->United States of America: Vancouver,port_activity,133478.2121,367175.8035,2.74866478,1.028733812,5.955512335,3.529138356,3.188355829,0.232440006,15.1934157,2.4894054,1.47946803,143.4,2.43368768,2.87988688,3.529138356,19681.16308,0,132600,40800,61287.14183,0,425115.6,127051.2,613453.9418,300085.8118
84,84,United States of America: Vancouver,Thailand: Koh Si Chang,North West America,South East Asia,45.64,-122.78,13.19,100.85,17/09/2018 17:25,13/10/2018 06:05,United States of America: Vancouver->Thailand: Koh Si Chang,,1523214545.0,203220960.3,2.47779695,19.1208975,9.445321455,12.80897729,13.10385528,4.915655922,92.03587873,2.213433583,1.615440817,126.2764852,11.7265491,7843.929286,7864.622899,653974310.7,0,31490550,425000,2036476003.0,0,100958703.3,1323450.0,2138758157.0,2138799268.0
85,85,Thailand: Koh Si Chang,Thailand: Map Ta Phut,South East Asia,South East Asia,13.19,100.85,12.59,101.21,18/10/2018 05:25,18/10/2018 12:20,Thailand: Koh Si Chang->Thailand: Map Ta Phut,,13358416.46,3173361.719,2.949474692,11.20876538,5.64179008,10.85729455,10.88044603,3.734515416,69.4424502,2.088898631,1.750212063,220.0386905,4.941981804,82.45217967,96.3732888,4613643.383,0,485550,85000,14366885.49,0,1556673.3,264690.0,16188248.79,17214838.94
86,86,Thailand: Map Ta Phut,Thailand: Map Ta Phut,South East Asia,South East Asia,12.59,101.21,12.67,101.14,20/10/2018 03:05,20/10/2018 04:20,Thailand: Map Ta Phut->Thailand: Map Ta Phut,port_activity,600976.067,745547.6102,2.790571217,2.315900065,6.119360384,4.773538244,4.519545677,0.636386633,22.45357953,-2.000683346,0.743626831,16.4,7.914079464,7.063323192,9.547076488,123778.1062,0,265200,81600,385445.0228,0,850231.2,254102.4,1489778.623,929605.0447
87,87,Thailand: Map Ta Phut,Singapore: Tanjong Pagar,South East Asia,South East Asia,12.67,101.14,1.27,103.89,23/10/2018 03:05,25/10/2018 19:05,Thailand: Map Ta Phut->Singapore: Tanjong Pagar,,90346213.1,23654403.3,2.719314746,10.64204699,5.467430381,11.80576032,11.46145882,3.381171126,72.82747233,1.898783579,2.37317248,255.5610723,5.121490523,767.5864906,776.2849132,38985264.41,0,3929250,370600,121400113.4,0,12597175.5,1154048.4,135151337.3,145009495.2
88,88,Singapore: Tanjong Pagar,Australia: Bunbury,South East Asia,,1.27,103.89,-33.28,115.58,26/10/2018 09:00,04/11/2018 14:10,Singapore: Tanjong Pagar->Australia: Bunbury,,324106865.2,75672677.79,2.553180559,11.21884265,5.665132077,10.73827962,10.45713384,3.254965453,74.61940812,2.294494688,2.93765179,146.0746997,11.07405066,2390.546586,2390.990001,103450929.8,0,21490950,5144200,322146195.5,0,68899985.7,16019038.8,407065220.0,433502859.7
89,89,Australia: Bunbury,Australia: Bunbury,,,-33.28,115.58,-33.32,115.66,08/11/2018 06:30,08/11/2018 07:30,Australia: Bunbury->Australia: Bunbury,port_activity,1004173.125,664406.9923,2.486863352,3.869645952,6.076032873,5.877273639,5.874433145,0.78912046,34.8132218,-0.012479101,2.488669173,239.5,9.875169926,6.210449196,11.75454728,179462.9478,0,265200,81600,558847.6196,0,850231.2,254102.4,1663181.22,1193850.785
90,90,Australia: Bunbury,Australia: Portland,,,-33.32,115.66,-38.35,141.62,09/11/2018 09:45,14/11/2018 21:10,Australia: Bunbury->Australia: Portland,,255193574.4,37735608.35,2.129217632,14.65452255,9.434256479,11.06508303,11.5328966,3.359573157,81.21350349,0.3965315,1.058729116,202.6729323,13.85959139,1462.220515,1482.562014,91004845.42,0,7478250,411400,283389088.6,0,23975269.5,1281099.6,308645457.7,326794424.7
91,91,Australia: Portland,Australia: Port Stanvac,,,-38.35,141.62,-34.83,138.51,24/11/2018 21:20,26/11/2018 03:10,Australia: Portland->Australia: Port Stanvac,,47391876.33,9069426.09,2.190109534,11.78242932,5.587834157,11.17266375,11.13435891,2.758726202,73.5506485,2.623160764,3.079126753,163.9798387,9.018607645,340.5369975,346.3525764,17566747.53,0,2224950,370600,54702851.81,0,7133189.7,1154048.4,62990089.91,71062872.53
92,92,Australia: Port Stanvac,Australia: Townsville,,,-34.83,138.51,-19.25,146.83,30/11/2018 01:45,07/12/2018 07:10,Australia: Port Stanvac->Australia: Townsville,,356551572.9,58969207.67,2.522522028,15.70279429,5.794387902,12.05845195,12.59888203,3.661163108,84.22165351,1.812014552,3.082800652,174.8357143,18.37283318,2104.550872,2110.22909,114523474.3,0,12474150,1839400,356626099.0,0,39992124.9,5727891.6,402346115.5,615571875.2
93,93,Australia: Townsville,Australia: Gladstone,,,-19.25,146.83,-23.88,151.57,10/12/2018 12:40,12/12/2018 01:50,Australia: Townsville->Australia: Gladstone,,79882598.17,13756555.86,2.710028407,16.20172359,5.516620241,11.56721751,11.4786755,4.250171165,78.65232315,2.341478308,2.95582536,107.6489234,16.07365404,432.2353361,439.5542656,22657988.48,0,2581800,326400,70556976.14,0,8277250.8,1016409.6,79850636.54,108860603.5
94,94,Australia: Gladstone,Australia: Gladstone,,,-23.88,151.57,-23.85,151.31,17/12/2018 12:45,17/12/2018 14:35,Australia: Gladstone->Australia: Gladstone,port_activity,3378675.999,1119551.74,2.793641274,8.679964032,5.823128984,8.217295334,8.020553215,2.662392994,56.12202035,3.250079833,2.394153526,120.8888889,17.91032571,17.34668014,24.651886,804969.32,0,315900,81600,2506674.462,0,1012775.4,254102.4,3773552.262,4904392.71
95,95,Australia: Gladstone,unknown: Bluff,,,-23.85,151.31,-46.59,168.35,20/12/2018 07:15,26/12/2018 05:40,Australia: Gladstone->unknown: Bluff,,377652092.7,46707490.47,2.445600217,20.34342914,8.310379336,11.87742264,12.23655914,5.731385119,86.43384388,0.944631025,1.413299016,223.7783605,15.28799953,1695.365962,1699.765196,122778285.6,0,7768800,639200,382331581.4,0,24906772.8,1990468.8,409228823.0,464735113.7
96,96,unknown: Bluff,unknown: Napier,,,-46.59,168.35,-39.39,176.97,29/12/2018 07:35,31/12/2018 06:55,unknown: Bluff->unknown: Napier,,113267515.4,13938777.38,2.179534282,18.0462255,5.333449878,13.18379763,12.92151973,4.276969329,86.97338374,2.51258349,3.349632066,267.465625,11.9922509,628.1168991,636.8625204,38000532.75,0,2679300,122400,118333659.0,0,8589835.8,381153.6,127304648.4,165046126.0
97,97,unknown: Napier,unknown: Napier,,,-39.39,176.97,-39.48,176.92,31/12/2018 23:00,01/01/2019 00:45,unknown: Napier->unknown: Napier,port_activity,635260.762,703915.8637,2.634744343,2.448018351,6.046320951,3.873248108,3.844723415,0.295370714,12.33007903,10.00030214,2.072523068,104.4583333,5.66596963,6.784355834,7.746496216,54856.4144,0,265200,81600,170822.8744,0,850231.2,254102.4,1275156.474,690405.479
98,98,unknown: Napier,unknown: Napier,,,-39.48,176.92,-39.47,176.92,03/01/2019 05:55,03/01/2019 08:50,unknown: Napier->unknown: Napier,port_activity,2692283.049,1412209.222,2.642936784,5.187443254,7.045809474,4.213063951,4.228207674,0.56377558,18.31787472,4.029664383,1.441559908,222.7348485,6.842684938,13.47512724,16.8522558,201435.9967,0,446550,166600,627271.6937,0,1431639.3,518792.4,2577703.394,1591104.073
99,99,unknown: Napier,New Zealand: Mount Maunganui,,,-39.47,176.92,-37.56,176.17,04/01/2019 04:00,05/01/2019 03:55,unknown: Napier->New Zealand: Mount Maunganui,,56855746.05,7043750.41,2.19705253,18.25810727,6.16756369,12.65895364,13.1943071,4.373883545,87.65239799,1.508849778,3.217265988,166.4270833,12.20434544,303.1193382,303.8148874,18114510.83,0,1298700,40800,56408586.74,0,4163632.2,127051.2,60699270.14,72852830.39
100,100,New Zealand: Mount Maunganui,New Zealand: Tauranga,,,-37.56,176.17,-37.66,176.18,05/01/2019 14:00,05/01/2019 15:35,New Zealand: Mount Maunganui->New Zealand: Tauranga,,1303904.915,714859.355,2.675705633,5.024681751,6.882794121,5.255588653,4.889891446,0.86679424,28.24601616,-1.341369761,2.004661283,247.8541667,10.21649916,8.001468074,10.51117731,162812.6979,0,265200,81600,506998.7411,0,850231.2,254102.4,1611332.341,1094983.238
101,101,New Zealand: Tauranga,Hong Kong: Hong Kong,,North East Asia,-37.66,176.18,22.16,114.12,08/01/2019 07:05,25/01/2019 13:20,New Zealand: Tauranga->Hong Kong: Hong Kong,,1125046722.0,132978673.8,2.395398564,20.86191222,9.58267258,12.66787461,12.81667797,5.587525374,91.7052994,0.877962738,1.509478622,128.1542424,13.268738,5258.038245,5263.097984,422303638.4,0,21286200,122400,1315053530.0,0,68243557.2,381153.6,1383678241.0,1458655713.0
102,102,Hong Kong: Hong Kong,China: Basuo,North East Asia,South East Asia,22.16,114.12,19.73,109.21,25/01/2019 21:35,27/01/2019 03:05,Hong Kong: Hong Kong->China: Basuo,H7,81848981.98,10331907.46,2.494976949,20.34905388,9.709185323,12.58064672,12.4094468,5.100547045,86.4317081,2.735242618,1.562226238,76.04946237,16.79973127,383.8149584,390.0000482,39645891.17,0,1795950,166600,123457305.1,0,5757815.7,518792.4,129733913.2,145058864.3
103,103,China: Basuo,Macau: Macau,South East Asia,North East Asia,19.73,109.21,22.06,113.89,28/01/2019 23:10,30/01/2019 02:00,China: Basuo->Macau: Macau,,72376601.9,7815477.656,2.089513677,19.92199337,7.37814616,12.11810944,12.42556693,4.896744773,85.15029317,1.501968713,2.178176693,88.13392857,13.67414303,337.1522517,339.3070644,23303902.26,0,1643850,166600,72568351.65,0,5270183.1,518792.4,78357327.15,88727946.28
104,104,Macau: Macau,China: Huangpu,North East Asia,North East Asia,22.06,113.89,22.87,113.57,30/01/2019 08:25,30/01/2019 13:45,Macau: Macau->China: Huangpu,,8972569.07,1939757.238,2.435721679,10.75940461,7.866105681,9.621245559,9.645290025,2.500349414,62.13294644,2.291790107,1.595988391,116.4968254,9.813298796,54.16741555,60.78653282,2816989.787,0,549900,122400,8772106.196,0,1762979.4,381153.6,10916239.2,10044913.27
105,105,China: Huangpu,United States of America: Vancouver,North East Asia,North West America,22.87,113.57,45.63,-122.7,18/02/2019 15:40,08/03/2019 15:30,China: Huangpu->United States of America: Vancouver,HS6a,515733385.3,109125061.1,2.116280261,10.28763332,8.384023929,9.671898657,9.886483518,2.044378519,68.25004026,4.302701209,1.043823931,232.6363805,15.19829997,3708.186006,3736.433062,178405892.2,0,35049300,7711200,555555948.3,0,112368055.8,24012676.8,691936680.9,794649853.3
106,106,United States of America: Vancouver,unknown: Alameda,North West America,North West America,45.63,-122.7,37.73,-122.32,11/03/2019 21:10,14/03/2019 23:05,United States of America: Vancouver->unknown: Alameda,,93981761.95,28004047.31,2.797535504,9.615577607,5.868799232,9.948492001,9.835281183,1.850254509,66.92496824,1.799259775,2.812702546,271.0846667,15.54832259,741.6733383,752.8488954,29581551.78,0,8550750,2410600,92116952.24,0,27413704.5,7506608.4,127037265.1,150459638.7
107,107,unknown: Alameda,United States of America: Antioch,North West America,North West America,37.73,-122.32,38.56,-121.55,18/03/2019 22:05,19/03/2019 08:05,unknown: Alameda->United States of America: Antioch,,18476639.88,3321239.702,2.260243658,12.94562261,5.989243211,7.905433247,9.479667411,2.56299402,68.7553385,0.573712727,3.597373205,122.2224518,2.173111383,84.79550449,86.95976572,2740962.477,0,1273350,411400,8535357.152,0,4082360.1,1281099.6,13898816.85,10850275.96
108,108,United States of America: Antioch,unknown: Inchon,North West America,North East Asia,38.56,-121.55,37.46,126.62,01/04/2019 14:50,24/04/2019 16:15,United States of America: Antioch->unknown: Inchon,HS6b,745621981.1,152583538.8,2.058040272,10.34865766,7.62218078,10.18373501,10.56110948,2.334613041,73.82933566,3.170503657,1.041622123,189.9260169,14.7716156,5630.924693,5657.311581,270373684.8,0,48999600,10492400,841943654.5,0,157092717.6,32673333.6,1031709706.0,1201579385.0
