,start_port,end_port,start_region,end_region,start_loc_lat,start_loc_lon,end_loc_lat,end_loc_lon,start_time,end_time,route,route_name,ME_CO2,AE_CO2,ae_consumption,me_consumption,draft,sog,stw,power,rpm,rudder_angle,trim,wind_direction,wind_speed,GPS_distance,sog_distance,IMO_ME_consump,IMO_pilot_consump,IMO_aux_consump,IMO_boiler_consump,IMO_ME_CO2,IMO_pilot_CO2,IMO_aux_CO2,IMO_boiler_CO2,IMO_CO2_consump,desmo_CO2
0,Mexico: Manzanillo,Mexico: Manzanillo,nan,nan,19.08,-104.34,19.08,-104.3,2018-12-18 16:35:00,2018-12-18 17:10:00,Mexico: Manzanillo->Mexico: Manzanillo,port_activity,1246116.025265,695026.0540844444,2.6014699466666666,4.801988536666666,6.021582665,5.105018190909334,5.226624199280534,0.906975545,31.574210833333336,-2.7790607396666664,1.699441156666667,40.0,3.7263411633696,3.7328598612001977,10.210036381818668,200666.04268384702,0.0,181350.0,85000.0,624874.0569174996,0.0,581408.1,264690.0,1470972.1569174996,1080554.556268093
1,Mexico: Manzanillo,Republic of Korea: Tonghae,nan,North East Asia,19.08,-104.3,37.5,129.14,2018-12-20 19:25:00,2019-01-17 09:45:00,Mexico: Manzanillo->Republic of Korea: Tonghae,,1686827812.3425279,215437292.95344436,2.4325124887831286,19.608747676876323,9.223921466007864,11.675893576142036,11.80736612238655,4.658190231608262,88.41602382698234,0.44489173797313286,0.3400412473924441,132.6860410830999,15.633683561986793,7717.243553484126,7741.117440982171,521024627.39751744,0.0,36884250.0,1764600.0,1622470689.7158692,0.0,118250905.49999999,5494964.4,1746216559.615869,1998776628.1112847
2,Republic of Korea: Tonghae,Republic of Korea: Ulsan,North East Asia,North East Asia,37.5,129.14,35.43,129.46,2019-01-22 13:30:00,2019-01-24 01:10:00,Republic of Korea: Tonghae->Republic of Korea: Ulsan,,37916427.11174248,11464996.54733125,2.319636468243243,7.8980215824074325,7.651733019369368,6.160148687760187,6.15889406367054,1.7086790659691584,39.75347492790745,0.17324138901666686,1.2056381490990988,301.8490990990991,16.04784394857276,223.90397755949783,227.92550144712692,10336274.041955734,0.0,2653950.0,1023400.0,32187157.366650153,0.0,8508563.7,3186867.5999999996,43882588.66665015,51584245.5958866
3,Republic of Korea: Ulsan,Republic of Korea: Ulsan,North East Asia,North East Asia,35.43,129.46,35.43,129.46,2019-01-26 04:20:00,2019-01-26 09:00:00,Republic of Korea: Ulsan->Republic of Korea: Ulsan,port_activity,55153.009554687495,1836171.3163427082,2.290918672916667,0.07084522743055556,7.876750504166668,1.1462291256340331,-0.08791616962326936,0.0,0.0,-1.5445198433333331,1.0910162444444442,337.0,14.499696354524,0.6929458851362471,6.877374753804199,5155.420536571915,0.0,253500.0,265200.0,16053.979550884946,0.0,812721.0,825832.8,1654607.7795508849,1498459.114107764
4,Republic of Korea: Ulsan,Republic of Korea: Ulsan,North East Asia,North East Asia,35.43,129.46,35.43,129.46,2019-01-26 16:25:00,2019-01-26 16:45:00,Republic of Korea: Ulsan->Republic of Korea: Ulsan,port_activity,23831.43681,278175.5657216667,2.0824122199999997,0.18367196,7.9158139300000006,1.05208747217504,0.0134570880394912,0.0,0.0,-1.44688488,1.1064569400000002,312.0,8.082486447862399,0.03917560320125839,1.05208747217504,634.7171261439431,0.0,48750.0,44200.0,1976.5091308122387,0.0,156292.5,137638.8,295907.80913081224,249743.18568462736
5,Republic of Korea: Ulsan,Republic of Korea: Ulsan,North East Asia,North East Asia,35.43,129.46,35.44,129.36,2019-01-30 21:40:00,2019-01-30 22:40:00,Republic of Korea: Ulsan->Republic of Korea: Ulsan,port_activity,1822970.143414583,695940.7950509259,2.6048938055555553,7.024933115277777,7.702882811111111,6.098841009619822,6.226448948504311,1.2841445179166666,43.956485722222226,0.4296836854166667,1.1114406388888887,326.84722222222223,6.775632221394444,6.037228162442168,12.197682019239643,245975.12787772028,0.0,265200.0,81600.0,765966.5482112209,0.0,850231.2,254102.4,1870300.1482112207,1216010.7070916207
6,Republic of Korea: Ulsan,Macau: Macau,North East Asia,North East Asia,35.44,129.36,22.13,113.79,2019-02-01 07:45:00,2019-02-05 12:30:00,Republic of Korea: Ulsan->Macau: Macau,,238584104.32867438,34105727.07956597,2.5018692958683473,17.87710396959734,6.253642339985994,12.046434926734818,12.234775080088847,4.05224790356328,85.86162943333333,-0.16817425631448413,1.1957353733893559,145.41643323996263,17.666515407378494,1220.877542776245,1237.5580376411929,68725375.34458144,0.0,5580900.0,204000.0,214010818.8230265,0.0,17892365.399999995,635256.0,232538440.2230266,343988244.0761683
7,Macau: Macau,China: Huangpu,North East Asia,North East Asia,22.13,113.79,23.05,113.51,2019-02-05 23:15:00,2019-02-06 04:50:00,Macau: Macau->China: Huangpu,,8206868.73473447,1407645.2943917718,1.756263623695286,10.54189946658249,6.373809712184343,10.304937592492882,9.319866233152927,2.2387031218055555,64.04777608134921,-0.4899976790117844,0.9380805861531987,168.69696969696972,6.068429571592135,59.32039511948028,61.82962555495729,2829660.9555716305,0.0,549900.0,122400.0,8811564.215650056,0.0,1762979.4,381153.6,10955697.215650056,10113552.80478061
8,China: Huangpu,Hong Kong: Hong Kong,North East Asia,North East Asia,23.05,113.51,22.17,114.16,2019-02-07 06:00:00,2019-02-07 13:35:00,China: Huangpu->Hong Kong: Hong Kong,,14656033.601006249,2452989.8594444445,2.2724998963541667,13.552421804166666,5.756864567187501,10.5601260851396,10.69575381550224,3.0719407177604166,74.118573765625,-0.5156618266666666,1.653732190625,164.25520833333334,9.437545685358167,82.14939542582654,86.67163863505453,3787599.611237499,0.0,733200.0,163200.0,11794585.189393569,0.0,2350639.2,508204.8,14653429.18939357,15145582.824943475
9,Hong Kong: Hong Kong,China: Beihai,North East Asia,North East Asia,22.17,114.16,21.35,108.98,2019-02-07 21:50:00,2019-02-10 04:30:00,Hong Kong: Hong Kong->China: Beihai,,134054901.76624194,18859494.441506945,2.5210980894982993,18.449614886628403,5.763636158237669,12.492330355678368,12.389474611351801,4.227440069481292,86.83394656909013,-0.7828411524156887,2.5482993897746598,137.8985969387755,10.572985448992146,693.5966618939085,699.5704999179886,39759217.06147325,0.0,3003000.0,81600.0,123810201.92942768,0.0,9627618.0,254102.4,133691922.32942767,158311219.54169956
10,China: Beihai,China: Beihai,North East Asia,North East Asia,21.35,108.98,21.48,109.06,2019-02-10 12:30:00,2019-02-10 14:00:00,China: Beihai->China: Beihai,port_activity,2164545.11193125,824850.2564604166,2.058266391666667,5.560809536111111,6.190253980555556,4.924608428591644,4.911913411495022,0.9116254661111111,27.498944911111113,-1.6314647466388887,2.100269733333333,108.33333333333333,12.506450512983113,10.148915631170311,14.773825285774933,293776.6717581301,0.0,294450.0,125800.0,914820.5558548172,0.0,944006.7,391741.19999999995,2250568.4558548173,1981132.7339750046
11,China: Beihai,China: Fangcheng,North East Asia,North East Asia,21.48,109.06,21.38,108.37,2019-02-11 13:00:00,2019-02-11 17:50:00,China: Beihai->China: Fangcheng,,6972734.251215909,1267186.3402987372,1.897222218787879,10.747952603030303,6.141926604469697,9.807013668424858,9.818905968154192,2.4003543057121215,65.12072658015151,1.5478064783060606,2.308075386818182,61.4151515151515,11.174871019045915,48.35042859447895,49.03506834212429,2108198.8785754344,0.0,417300.0,81600.0,6564931.307883903,0.0,1337863.7999999998,254102.4,8156897.507883904,8691387.787227102
